Sales Person,Product,Date,Sales,Boxes,Expenses,Category,Team,,,
Van Tuxwell,Peanut Butter Cubes,17-Jul-22,14980,652,2793,Bites,Yummies,,,
Andria Kimpton,Milk Bars,17-Jul-22,4277,159,341,Bars,Jucies,,,
Kaine Padly,Manuka Honey Choco,17-Jul-22,2415,76,552,Other,Delish,,,
Oby Sorrel,Raspberry Choco,17-Jul-22,5194,289,2044,Bars,Jucies,,,
Van Tuxwell,White Choc,17-Jul-22,7007,637,182,Other,Yummies,,,
Camilla Castle,Caramel Stuffed Bars,17-Jul-22,6545,262,240,Bars,Tempo,,,
Gigi Bohling,Manuka Honey Choco,17-Jul-22,917,28,228,Other,Delish,,,
Mallorie Waber,Smooth Sliky Salty,17-Jul-22,644,33,154,Bars,Tempo,,,
Jehu Rudeforth,Smooth Sliky Salty,17-Jul-22,5719,286,1421,Bars,Tempo,,,
Rafaelita Blaksland,50% Dark Bites,17-Jul-22,6748,750,2478,Bites,Yummies,,,
Ches Bonnell,Peanut Butter Cubes,20-Jul-22,896,50,252,Bites,Tempo,,,
Van Tuxwell,White Choc,20-Jul-22,2639,156,43,Other,Yummies,,,
Wilone O'Kielt,Baker's Choco Chips,20-Jul-22,364,23,143,Bars,Delish,,,
Dotty Strutley,Mint Chip Choco,20-Jul-22,1428,96,255,Bars,Delish,,,
Wilone O'Kielt,Mint Chip Choco,20-Jul-22,4466,249,609,Bars,Delish,,,
Rafaelita Blaksland,After Nines,20-Jul-22,1442,52,300,Bites,Yummies,,,
Van Tuxwell,Choco Coated Almonds,20-Jul-22,5355,255,3393,Bites,Yummies,,,
Van Tuxwell,50% Dark Bites,20-Jul-22,3815,477,1389,Bites,Yummies,,,
Rafaelita Blaksland,Orange Choco,20-Jul-22,12614,901,7759,Bars,Yummies,,,
Wilone O'Kielt,Eclairs,20-Jul-22,623,30,90,Bites,Delish,,,
Gigi Bohling,Milk Bars,20-Jul-22,4466,179,381,Bars,Delish,,,
Marney O'Breen,Choco Coated Almonds,20-Jul-22,7049,336,3584,Bites,Yummies,,,
Van Tuxwell,Choco Coated Almonds,20-Jul-22,11221,661,9097,Bites,Yummies,,,
Gigi Bohling,Fruit & Nut Bars,20-Jul-22,10521,585,1044,Bars,Delish,,,
Ches Bonnell,70% Dark Bites,20-Jul-22,14007,1078,9330,Bites,Tempo,,,
Jehu Rudeforth,85% Dark Bars,20-Jul-22,10507,657,485,Bars,Tempo,,,
Barr Faughny,Peanut Butter Cubes,20-Jul-22,6874,362,1976,Bites,Yummies,,,
Dennison Crosswaite,Eclairs,20-Jul-22,9184,707,2133,Bites,Yummies,,,
Rafaelita Blaksland,Drinking Coco,20-Jul-22,10542,440,1221,Other,Yummies,,,
Brien Boise,Milk Bars,20-Jul-22,5292,183,338,Bars,Jucies,,,
Husein Augar,Manuka Honey Choco,20-Jul-22,11193,386,2985,Other,Yummies,,,
Kelci Walkden,70% Dark Bites,20-Jul-22,686,46,402,Bites,Yummies,,,
Dennison Crosswaite,85% Dark Bars,20-Jul-22,14343,755,609,Bars,Yummies,,,
Roddy Speechley,Almond Choco,20-Jul-22,17388,870,12078,Bars,Delish,,,
Rafaelita Blaksland,Organic Choco Syrup,21-Jul-22,3094,104,198,Other,Yummies,,,
Mallorie Waber,85% Dark Bars,21-Jul-22,3787,165,126,Bars,Tempo,,,
Andria Kimpton,50% Dark Bites,21-Jul-22,3752,417,1296,Bites,Jucies,,,
Wilone O'Kielt,Organic Choco Syrup,21-Jul-22,1197,40,73,Other,Delish,,,
Kaine Padly,Peanut Butter Cubes,21-Jul-22,7364,410,1775,Bites,Delish,,,
Van Tuxwell,Drinking Coco,21-Jul-22,1841,84,212,Other,Yummies,,,
Oby Sorrel,Spicy Special Slims,21-Jul-22,3836,148,1431,Bites,Jucies,,,
Ches Bonnell,Raspberry Choco,21-Jul-22,3871,204,1145,Bars,Tempo,,,
Madelene Upcott,Drinking Coco,21-Jul-22,1218,46,135,Other,Jucies,,,
Jan Morforth,50% Dark Bites,21-Jul-22,7168,512,1362,Bites,Delish,,,
Oby Sorrel,Choco Coated Almonds,21-Jul-22,1015,64,741,Bites,Jucies,,,
Husein Augar,Orange Choco,21-Jul-22,2604,261,2706,Bars,Yummies,,,
Jehu Rudeforth,Fruit & Nut Bars,21-Jul-22,2177,146,237,Bars,Tempo,,,
Marney O'Breen,After Nines,21-Jul-22,7364,307,1752,Bites,Yummies,,,
Husein Augar,Orange Choco,21-Jul-22,2058,258,2312,Bars,Yummies,,,
Andria Kimpton,Baker's Choco Chips,21-Jul-22,16891,1127,8224,Bars,Jucies,,,
Kaine Padly,Choco Coated Almonds,21-Jul-22,15533,1110,11967,Bites,Delish,,,
Oby Sorrel,Caramel Stuffed Bars,21-Jul-22,15694,714,597,Bars,Jucies,,,
Wilone O'Kielt,Almond Choco,21-Jul-22,5509,276,3500,Bars,Delish,,,
Kaine Padly,Choco Coated Almonds,21-Jul-22,6174,386,5003,Bites,Delish,,,
Dotty Strutley,Orange Choco,21-Jul-22,1295,162,1651,Bars,Delish,,,
Oby Sorrel,Fruit & Nut Bars,21-Jul-22,2366,182,276,Bars,Jucies,,,
Marney O'Breen,Fruit & Nut Bars,21-Jul-22,532,45,82,Bars,Yummies,,,
Husein Augar,Mint Chip Choco,21-Jul-22,735,53,142,Bars,Yummies,,,
Jan Morforth,After Nines,22-Jul-22,4102,158,1022,Bites,Delish,,,
Gigi Bohling,Manuka Honey Choco,22-Jul-22,4634,160,1162,Other,Delish,,,
Van Tuxwell,Eclairs,22-Jul-22,980,76,229,Bites,Yummies,,,
Brien Boise,50% Dark Bites,22-Jul-22,3472,386,1232,Bites,Jucies,,,
Kelci Walkden,White Choc,22-Jul-22,15673,1425,329,Other,Yummies,,,
Gigi Bohling,White Choc,22-Jul-22,9177,706,170,Other,Delish,,,
Marney O'Breen,Milk Bars,22-Jul-22,1113,36,77,Bars,Yummies,,,
Ches Bonnell,Eclairs,22-Jul-22,2506,140,462,Bites,Tempo,,,
Husein Augar,Mint Chip Choco,22-Jul-22,658,35,89,Bars,Yummies,,,
Camilla Castle,After Nines,22-Jul-22,4487,167,1123,Bites,Tempo,,,
Dennison Crosswaite,Manuka Honey Choco,22-Jul-22,5866,184,1350,Other,Yummies,,,
Rafaelita Blaksland,Caramel Stuffed Bars,22-Jul-22,14959,680,642,Bars,Yummies,,,
Roddy Speechley,50% Dark Bites,22-Jul-22,6356,454,1157,Bites,Delish,,,
Kelci Walkden,Caramel Stuffed Bars,22-Jul-22,308,11,12,Bars,Yummies,,,
Dotty Strutley,Mint Chip Choco,22-Jul-22,7259,519,1270,Bars,Delish,,,
Camilla Castle,Drinking Coco,22-Jul-22,2954,114,297,Other,Tempo,,,
Jehu Rudeforth,85% Dark Bars,23-Jul-22,490,22,14,Bars,Tempo,,,
Marney O'Breen,Baker's Choco Chips,23-Jul-22,9898,1100,7224,Bars,Yummies,,,
Curtice Advani,Milk Bars,23-Jul-22,19789,683,1159,Bars,Delish,,,
Ches Bonnell,Orange Choco,23-Jul-22,2793,399,4207,Bars,Tempo,,,
Van Tuxwell,Baker's Choco Chips,23-Jul-22,16443,1645,11404,Bars,Yummies,,,
Beverie Moffet,Eclairs,23-Jul-22,5012,295,932,Bites,Jucies,,,
Karlen McCaffrey,Milk Bars,23-Jul-22,861,31,65,Bars,Yummies,,,
Madelene Upcott,50% Dark Bites,23-Jul-22,6370,531,1502,Bites,Jucies,,,
Jan Morforth,Orange Choco,23-Jul-22,4333,723,7052,Bars,Delish,,,
Marney O'Breen,Peanut Butter Cubes,23-Jul-22,2653,103,446,Bites,Yummies,,,
Mallorie Waber,Manuka Honey Choco,23-Jul-22,1981,80,758,Other,Tempo,,,
Husein Augar,Orange Choco,23-Jul-22,525,41,432,Bars,Yummies,,,
Oby Sorrel,99% Dark & Pure,23-Jul-22,315,14,78,Bars,Jucies,,,
Wilone O'Kielt,Orange Choco,23-Jul-22,889,127,1205,Bars,Delish,,,
Oby Sorrel,70% Dark Bites,23-Jul-22,2954,269,2018,Bites,Jucies,,,
Jehu Rudeforth,Baker's Choco Chips,23-Jul-22,7497,536,3814,Bars,Tempo,,,
Madelene Upcott,Peanut Butter Cubes,23-Jul-22,4753,199,1096,Bites,Jucies,,,
Kelci Walkden,Caramel Stuffed Bars,23-Jul-22,7490,268,231,Bars,Yummies,,,
Ches Bonnell,50% Dark Bites,23-Jul-22,5355,536,1681,Bites,Tempo,,,
Gigi Bohling,Organic Choco Syrup,23-Jul-22,5642,189,336,Other,Delish,,,
Husein Augar,99% Dark & Pure,23-Jul-22,3885,243,1053,Bars,Yummies,,,
Gigi Bohling,Orange Choco,23-Jul-22,161,27,216,Bars,Delish,,,
Barr Faughny,Fruit & Nut Bars,23-Jul-22,896,60,88,Bars,Yummies,,,
Husein Augar,Baker's Choco Chips,24-Jul-22,938,86,502,Bars,Yummies,,,
Marney O'Breen,Almond Choco,24-Jul-22,11235,489,6919,Bars,Yummies,,,
Kelci Walkden,Fruit & Nut Bars,24-Jul-22,3066,192,337,Bars,Yummies,,,
Jan Morforth,Spicy Special Slims,24-Jul-22,1610,68,595,Bites,Delish,,,
Dotty Strutley,99% Dark & Pure,24-Jul-22,2450,107,449,Bars,Delish,,,
Rafaelita Blaksland,White Choc,24-Jul-22,5271,406,112,Other,Yummies,,,
Andria Kimpton,Eclairs,24-Jul-22,3262,233,650,Bites,Jucies,,,
Rafaelita Blaksland,Manuka Honey Choco,24-Jul-22,3647,114,1080,Other,Yummies,,,
Madelene Upcott,Almond Choco,24-Jul-22,875,55,764,Bars,Jucies,,,
Oby Sorrel,Milk Bars,24-Jul-22,5271,189,335,Bars,Jucies,,,
Camilla Castle,Smooth Sliky Salty,24-Jul-22,693,37,199,Bars,Tempo,,,
Camilla Castle,Baker's Choco Chips,24-Jul-22,2667,178,1115,Bars,Tempo,,,
Karlen McCaffrey,Peanut Butter Cubes,24-Jul-22,1449,61,296,Bites,Yummies,,,
Husein Augar,Peanut Butter Cubes,24-Jul-22,644,27,153,Bites,Yummies,,,
Ches Bonnell,Almond Choco,24-Jul-22,11788,786,11961,Bars,Tempo,,,
Karlen McCaffrey,70% Dark Bites,24-Jul-22,385,33,286,Bites,Yummies,,,
Dotty Strutley,Fruit & Nut Bars,24-Jul-22,238,14,21,Bars,Delish,,,
Camilla Castle,Raspberry Choco,24-Jul-22,189,9,65,Bars,Tempo,,,
Barr Faughny,Choco Coated Almonds,24-Jul-22,5642,314,3745,Bites,Yummies,,,
Jehu Rudeforth,85% Dark Bars,24-Jul-22,11858,659,445,Bars,Tempo,,,
Jehu Rudeforth,Spicy Special Slims,24-Jul-22,3584,171,1559,Bites,Tempo,,,
Brien Boise,White Choc,24-Jul-22,3808,347,89,Other,Jucies,,,
Jan Morforth,70% Dark Bites,24-Jul-22,2611,238,2256,Bites,Delish,,,
Roddy Speechley,Peanut Butter Cubes,24-Jul-22,3045,127,693,Bites,Delish,,,
Jehu Rudeforth,White Choc,24-Jul-22,5369,448,115,Other,Tempo,,,
Mallorie Waber,50% Dark Bites,24-Jul-22,10353,1036,2640,Bites,Tempo,,,
Roddy Speechley,Milk Bars,24-Jul-22,4613,171,367,Bars,Delish,,,
Camilla Castle,85% Dark Bars,24-Jul-22,3311,166,111,Bars,Tempo,,,
Van Tuxwell,Raspberry Choco,24-Jul-22,9212,658,4173,Bars,Yummies,,,
Beverie Moffet,Orange Choco,24-Jul-22,49,4,40,Bars,Jucies,,,
Jehu Rudeforth,Spicy Special Slims,24-Jul-22,4844,202,1860,Bites,Tempo,,,
Mallorie Waber,Raspberry Choco,24-Jul-22,2513,120,864,Bars,Tempo,,,
Gigi Bohling,Mint Chip Choco,24-Jul-22,16653,1041,2406,Bars,Delish,,,
Kelci Walkden,Eclairs,24-Jul-22,0,0,0,Bites,Yummies,,,
Van Tuxwell,85% Dark Bars,24-Jul-22,3052,161,126,Bars,Yummies,,,
Dotty Strutley,Baker's Choco Chips,27-Jul-22,5600,350,2554,Bars,Delish,,,
Andria Kimpton,Drinking Coco,27-Jul-22,10906,364,839,Other,Jucies,,,
Madelene Upcott,Almond Choco,27-Jul-22,7658,365,5262,Bars,Jucies,,,
Gunar Cockshoot,Mint Chip Choco,27-Jul-22,1232,59,122,Bars,Yummies,,,
Mallorie Waber,70% Dark Bites,27-Jul-22,1470,164,1244,Bites,Tempo,,,
Brien Boise,Peanut Butter Cubes,28-Jul-22,3150,126,605,Bites,Jucies,,,
Gunar Cockshoot,Choco Coated Almonds,28-Jul-22,11718,533,7274,Bites,Yummies,,,
Roddy Speechley,Smooth Sliky Salty,28-Jul-22,8575,477,2586,Bars,Delish,,,
Kaine Padly,Fruit & Nut Bars,28-Jul-22,5950,458,817,Bars,Delish,,,
Jehu Rudeforth,White Choc,28-Jul-22,245,25,7,Other,Tempo,,,
Camilla Castle,Milk Bars,28-Jul-22,14189,568,1218,Bars,Tempo,,,
Barr Faughny,White Choc,28-Jul-22,6566,657,188,Other,Yummies,,,
Roddy Speechley,85% Dark Bars,28-Jul-22,6286,300,213,Bars,Delish,,,
Oby Sorrel,Drinking Coco,28-Jul-22,10836,417,1043,Other,Jucies,,,
Barr Faughny,Choco Coated Almonds,28-Jul-22,616,44,525,Bites,Yummies,,,
Camilla Castle,Organic Choco Syrup,28-Jul-22,3528,147,295,Other,Tempo,,,
Mallorie Waber,Drinking Coco,28-Jul-22,3584,163,440,Other,Tempo,,,
Dotty Strutley,85% Dark Bars,28-Jul-22,2149,98,70,Bars,Delish,,,
Beverie Moffet,Choco Coated Almonds,28-Jul-22,14476,658,6943,Bites,Jucies,,,
Dennison Crosswaite,Choco Coated Almonds,28-Jul-22,11760,840,10983,Bites,Yummies,,,
Wilone O'Kielt,85% Dark Bars,28-Jul-22,3339,167,135,Bars,Delish,,,
Mallorie Waber,Mint Chip Choco,28-Jul-22,6510,326,879,Bars,Tempo,,,
Rafaelita Blaksland,Almond Choco,28-Jul-22,7042,307,4016,Bars,Yummies,,,
Gigi Bohling,Spicy Special Slims,28-Jul-22,12768,456,3947,Bites,Delish,,,
Van Tuxwell,Almond Choco,29-Jul-22,4102,196,2826,Bars,Yummies,,,
Mallorie Waber,Almond Choco,29-Jul-22,12180,580,7045,Bars,Tempo,,,
Brien Boise,Mint Chip Choco,29-Jul-22,9506,529,1390,Bars,Jucies,,,
Madelene Upcott,Milk Bars,29-Jul-22,1162,41,70,Bars,Jucies,,,
Marney O'Breen,70% Dark Bites,29-Jul-22,567,81,621,Bites,Yummies,,,
Curtice Advani,70% Dark Bites,29-Jul-22,8365,761,5834,Bites,Delish,,,
Camilla Castle,Baker's Choco Chips,29-Jul-22,4599,288,2049,Bars,Tempo,,,
Gigi Bohling,Mint Chip Choco,29-Jul-22,7413,391,797,Bars,Delish,,,
Kaine Padly,70% Dark Bites,29-Jul-22,6069,759,6569,Bites,Delish,,,
Barr Faughny,Orange Choco,29-Jul-22,5068,724,6807,Bars,Yummies,,,
Camilla Castle,Peanut Butter Cubes,29-Jul-22,5474,219,1144,Bites,Tempo,,,
Dotty Strutley,Baker's Choco Chips,30-Jul-22,9954,830,4845,Bars,Delish,,,
Marney O'Breen,Smooth Sliky Salty,31-Jul-22,11592,682,3697,Bars,Yummies,,,
Barr Faughny,50% Dark Bites,26-Aug-22,4067,170,562,Bites,Yummies,,,
Kelci Walkden,After Nines,05-Aug-22,14553,910,6925,Bites,Yummies,,,
Rafaelita Blaksland,70% Dark Bites,24-Aug-22,2730,137,1197,Bites,Yummies,,,
Jan Morforth,Smooth Sliky Salty,19-Aug-22,9625,642,3803,Bars,Delish,,,
Marney O'Breen,Peanut Butter Cubes,28-Aug-22,10255,733,4071,Bites,Yummies,,,
Kelci Walkden,Baker's Choco Chips,05-Aug-22,1323,67,485,Bars,Yummies,,,
Wilone O'Kielt,Mint Chip Choco,28-Aug-22,16800,800,1776,Bars,Delish,,,
Jan Morforth,85% Dark Bars,10-Aug-22,2996,428,313,Bars,Delish,,,
Marney O'Breen,Almond Choco,13-Aug-22,9093,325,4468,Bars,Yummies,,,
Van Tuxwell,Peanut Butter Cubes,05-Aug-22,1400,88,373,Bites,Yummies,,,
Barr Faughny,Spicy Special Slims,13-Aug-22,2947,328,2990,Bites,Yummies,,,
Beverie Moffet,Caramel Stuffed Bars,03-Aug-22,4830,537,444,Bars,Jucies,,,
Dotty Strutley,After Nines,05-Aug-22,3444,173,1086,Bites,Delish,,,
Gigi Bohling,50% Dark Bites,21-Aug-22,16121,621,1878,Bites,Delish,,,
Gigi Bohling,Choco Coated Almonds,04-Aug-22,2149,114,1373,Bites,Delish,,,
Dennison Crosswaite,Orange Choco,21-Aug-22,5649,354,3173,Bars,Yummies,,,
Gunar Cockshoot,Orange Choco,28-Aug-22,2842,203,2051,Bars,Yummies,,,
Kelci Walkden,Milk Bars,18-Aug-22,2296,144,253,Bars,Yummies,,,
Mallorie Waber,Peanut Butter Cubes,11-Aug-22,12481,1041,4410,Bites,Tempo,,,
Roddy Speechley,Baker's Choco Chips,03-Aug-22,8701,363,2494,Bars,Delish,,,
Van Tuxwell,Smooth Sliky Salty,04-Aug-22,1337,103,620,Bars,Yummies,,,
Marney O'Breen,Caramel Stuffed Bars,07-Aug-22,1470,123,123,Bars,Yummies,,,
Andria Kimpton,Baker's Choco Chips,28-Aug-22,9373,427,2493,Bars,Jucies,,,
Dotty Strutley,Orange Choco,07-Aug-22,2877,206,2172,Bars,Delish,,,
Brien Boise,Drinking Coco,20-Aug-22,8113,1353,3151,Other,Jucies,,,
Roddy Speechley,Caramel Stuffed Bars,03-Aug-22,12145,1013,956,Bars,Delish,,,
Roddy Speechley,Caramel Stuffed Bars,07-Aug-22,14665,1467,1504,Bars,Delish,,,
Gigi Bohling,Drinking Coco,26-Aug-22,8421,1404,3374,Other,Delish,,,
Brien Boise,Manuka Honey Choco,14-Aug-22,6307,574,4620,Other,Jucies,,,
Karlen McCaffrey,Raspberry Choco,03-Aug-22,13048,653,4619,Bars,Yummies,,,
Ches Bonnell,85% Dark Bars,18-Aug-22,10192,1274,949,Bars,Tempo,,,
Oby Sorrel,Manuka Honey Choco,19-Aug-22,3857,322,2338,Other,Jucies,,,
Rafaelita Blaksland,Orange Choco,24-Aug-22,3997,236,2364,Bars,Yummies,,,
Dennison Crosswaite,Mint Chip Choco,05-Aug-22,1183,54,111,Bars,Yummies,,,
Roddy Speechley,Caramel Stuffed Bars,10-Aug-22,9849,1095,1103,Bars,Delish,,,
Karlen McCaffrey,After Nines,14-Aug-22,7756,409,2594,Bites,Yummies,,,
Dotty Strutley,Orange Choco,21-Aug-22,2058,147,1163,Bars,Delish,,,
Karlen McCaffrey,Manuka Honey Choco,07-Aug-22,8477,707,6360,Other,Yummies,,,
Karlen McCaffrey,Orange Choco,19-Aug-22,3647,215,1814,Bars,Yummies,,,
Roddy Speechley,Peanut Butter Cubes,18-Aug-22,5985,461,2191,Bites,Delish,,,
Jehu Rudeforth,Fruit & Nut Bars,25-Aug-22,8218,822,1415,Bars,Tempo,,,
Kelci Walkden,Orange Choco,13-Aug-22,4494,265,2771,Bars,Yummies,,,
Dotty Strutley,Spicy Special Slims,25-Aug-22,4900,700,7220,Bites,Delish,,,
Mallorie Waber,White Choc,07-Aug-22,11949,1328,329,Other,Tempo,,,
Jehu Rudeforth,99% Dark & Pure,11-Aug-22,13139,939,4725,Bars,Tempo,,,
Madelene Upcott,White Choc,06-Aug-22,8288,1382,362,Other,Jucies,,,
Oby Sorrel,Milk Bars,14-Aug-22,2765,185,352,Bars,Jucies,,,
Gigi Bohling,Smooth Sliky Salty,19-Aug-22,3794,271,1401,Bars,Delish,,,
Andria Kimpton,50% Dark Bites,05-Aug-22,714,30,92,Bites,Jucies,,,
Dennison Crosswaite,Baker's Choco Chips,10-Aug-22,9779,426,2409,Bars,Yummies,,,
Jehu Rudeforth,Milk Bars,07-Aug-22,6237,446,915,Bars,Tempo,,,
Beverie Moffet,Fruit & Nut Bars,28-Aug-22,6573,598,886,Bars,Jucies,,,
Oby Sorrel,White Choc,06-Aug-22,14777,2463,646,Other,Jucies,,,
Madelene Upcott,Choco Coated Almonds,14-Aug-22,609,36,392,Bites,Jucies,,,
Husein Augar,Baker's Choco Chips,07-Aug-22,2660,133,865,Bars,Yummies,,,
Jan Morforth,50% Dark Bites,26-Aug-22,5208,193,594,Bites,Delish,,,
Camilla Castle,85% Dark Bars,24-Aug-22,231,33,23,Bars,Tempo,,,
Curtice Advani,Smooth Sliky Salty,21-Aug-22,12341,1029,4856,Bars,Delish,,,
Jan Morforth,Organic Choco Syrup,11-Aug-22,1799,164,309,Other,Delish,,,
Rafaelita Blaksland,Eclairs,13-Aug-22,11130,1237,3209,Bites,Yummies,,,
Mallorie Waber,Milk Bars,11-Aug-22,2282,163,310,Bars,Tempo,,,
Husein Augar,White Choc,20-Aug-22,2611,373,107,Other,Yummies,,,
Jehu Rudeforth,85% Dark Bars,18-Aug-22,812,116,82,Bars,Tempo,,,
Gunar Cockshoot,Choco Coated Almonds,19-Aug-22,14196,676,8528,Bites,Yummies,,,
Marney O'Breen,Baker's Choco Chips,11-Aug-22,9163,382,2764,Bars,Yummies,,,
Jehu Rudeforth,Peanut Butter Cubes,07-Aug-22,9219,615,2634,Bites,Tempo,,,
Andria Kimpton,50% Dark Bites,10-Aug-22,10374,385,1251,Bites,Jucies,,,
Dotty Strutley,50% Dark Bites,05-Aug-22,15988,640,1631,Bites,Delish,,,
Jehu Rudeforth,99% Dark & Pure,10-Aug-22,6363,490,2534,Bars,Tempo,,,
Van Tuxwell,Fruit & Nut Bars,26-Aug-22,3976,398,710,Bars,Yummies,,,
Ches Bonnell,Choco Coated Almonds,06-Aug-22,5607,330,4125,Bites,Tempo,,,
Mallorie Waber,Baker's Choco Chips,28-Aug-22,3598,150,940,Bars,Tempo,,,
Dotty Strutley,99% Dark & Pure,19-Aug-22,3598,277,1200,Bars,Delish,,,
Beverie Moffet,85% Dark Bars,19-Aug-22,1981,331,260,Bars,Jucies,,,
Dennison Crosswaite,Caramel Stuffed Bars,12-Aug-22,9933,1242,1150,Bars,Yummies,,,
Beverie Moffet,White Choc,03-Aug-22,315,45,11,Other,Jucies,,,
Husein Augar,Orange Choco,18-Aug-22,11144,620,4958,Bars,Yummies,,,
Marney O'Breen,Almond Choco,24-Aug-22,497,20,312,Bars,Yummies,,,
Wilone O'Kielt,Manuka Honey Choco,06-Aug-22,2471,177,1271,Other,Delish,,,
Dennison Crosswaite,Drinking Coco,12-Aug-22,13363,1485,3421,Other,Yummies,,,
Marney O'Breen,Drinking Coco,07-Aug-22,3402,567,1559,Other,Yummies,,,
Barr Faughny,Raspberry Choco,07-Aug-22,18011,858,5599,Bars,Yummies,,,
Camilla Castle,Milk Bars,13-Aug-22,6811,379,721,Bars,Tempo,,,
Husein Augar,Drinking Coco,10-Aug-22,11438,1430,3330,Other,Yummies,,,
Dotty Strutley,50% Dark Bites,11-Aug-22,210,8,20,Bites,Delish,,,
Husein Augar,Caramel Stuffed Bars,24-Aug-22,3066,307,262,Bars,Yummies,,,
Andria Kimpton,After Nines,18-Aug-22,3584,224,1520,Bites,Jucies,,,
Wilone O'Kielt,Choco Coated Almonds,13-Aug-22,7168,378,4465,Bites,Delish,,,
Brien Boise,Eclairs,10-Aug-22,3276,298,882,Bites,Jucies,,,
Barr Faughny,Spicy Special Slims,28-Aug-22,5138,571,5153,Bites,Yummies,,,
Dennison Crosswaite,Choco Coated Almonds,14-Aug-22,3710,196,2608,Bites,Yummies,,,
Marney O'Breen,After Nines,18-Aug-22,7588,447,3147,Bites,Yummies,,,
Van Tuxwell,Manuka Honey Choco,25-Aug-22,3087,281,2062,Other,Yummies,,,
Dotty Strutley,After Nines,05-Aug-22,0,0,0,Bites,Delish,,,
Jan Morforth,Drinking Coco,07-Aug-22,4424,632,1722,Other,Delish,,,
Rafaelita Blaksland,Organic Choco Syrup,17-Aug-22,5152,397,763,Other,Yummies,,,
Kelci Walkden,Milk Bars,19-Aug-22,3409,244,455,Bars,Yummies,,,
Van Tuxwell,Almond Choco,21-Aug-22,10486,404,5878,Bars,Yummies,,,
Gigi Bohling,Organic Choco Syrup,26-Aug-22,9065,698,1403,Other,Delish,,,
Karlen McCaffrey,Eclairs,21-Aug-22,11417,952,2711,Bites,Yummies,,,
Brien Boise,Peanut Butter Cubes,11-Aug-22,6020,430,2226,Bites,Jucies,,,
Dotty Strutley,Eclairs,12-Aug-22,10045,773,2136,Bites,Delish,,,
Van Tuxwell,Eclairs,06-Aug-22,3731,415,1392,Bites,Yummies,,,
Beverie Moffet,85% Dark Bars,07-Aug-22,6853,1143,732,Bars,Jucies,,,
Dennison Crosswaite,Smooth Sliky Salty,10-Aug-22,994,67,313,Bars,Yummies,,,
Husein Augar,Mint Chip Choco,13-Aug-22,1148,46,94,Bars,Yummies,,,
Marney O'Breen,Milk Bars,18-Aug-22,11564,771,1553,Bars,Yummies,,,
Beverie Moffet,Choco Coated Almonds,21-Aug-22,10444,581,6264,Bites,Jucies,,,
Ches Bonnell,Peanut Butter Cubes,21-Aug-22,16072,1005,4446,Bites,Tempo,,,
Jehu Rudeforth,99% Dark & Pure,24-Aug-22,6363,425,2139,Bars,Tempo,,,
Husein Augar,Organic Choco Syrup,14-Aug-22,11137,796,1263,Other,Yummies,,,
Jehu Rudeforth,After Nines,06-Aug-22,826,52,376,Bites,Tempo,,,
Rafaelita Blaksland,Organic Choco Syrup,26-Aug-22,6517,435,690,Other,Yummies,,,
Brien Boise,Smooth Sliky Salty,06-Aug-22,1715,132,643,Bars,Jucies,,,
Beverie Moffet,Fruit & Nut Bars,24-Aug-22,3213,357,683,Bars,Jucies,,,
Beverie Moffet,Raspberry Choco,21-Aug-22,9366,521,2860,Bars,Jucies,,,
Wilone O'Kielt,Organic Choco Syrup,03-Aug-22,13202,881,1630,Other,Delish,,,
Beverie Moffet,Organic Choco Syrup,25-Aug-22,3724,249,522,Other,Jucies,,,
Ches Bonnell,70% Dark Bites,25-Aug-22,5159,246,2008,Bites,Tempo,,,
Ches Bonnell,85% Dark Bars,19-Aug-22,8064,1613,1257,Bars,Tempo,,,
Roddy Speechley,Smooth Sliky Salty,07-Aug-22,3773,270,1504,Bars,Delish,,,
Camilla Castle,Raspberry Choco,21-Aug-22,861,44,266,Bars,Tempo,,,
Madelene Upcott,Spicy Special Slims,18-Aug-22,7245,906,7592,Bites,Jucies,,,
Wilone O'Kielt,Choco Coated Almonds,24-Aug-22,12971,649,8188,Bites,Delish,,,
Wilone O'Kielt,Smooth Sliky Salty,24-Aug-22,5544,396,2048,Bars,Delish,,,
Dennison Crosswaite,Almond Choco,25-Aug-22,5026,194,3056,Bars,Yummies,,,
Brien Boise,Baker's Choco Chips,14-Aug-22,3955,180,985,Bars,Jucies,,,
Karlen McCaffrey,Milk Bars,18-Aug-22,8260,486,1061,Bars,Yummies,,,
Madelene Upcott,Choco Coated Almonds,07-Aug-22,9905,472,5738,Bites,Jucies,,,
Mallorie Waber,Almond Choco,19-Aug-22,3206,119,1795,Bars,Tempo,,,
Van Tuxwell,Baker's Choco Chips,11-Aug-22,2142,98,560,Bars,Yummies,,,
Dennison Crosswaite,White Choc,28-Aug-22,1547,258,75,Other,Yummies,,,
Ches Bonnell,Eclairs,26-Aug-22,5306,409,1384,Bites,Tempo,,,
Barr Faughny,Almond Choco,07-Aug-22,4284,179,2843,Bars,Yummies,,,
Beverie Moffet,Fruit & Nut Bars,14-Aug-22,182,19,35,Bars,Jucies,,,
Jehu Rudeforth,After Nines,07-Aug-22,7742,388,2461,Bites,Tempo,,,
Gigi Bohling,Fruit & Nut Bars,27-Aug-22,1897,211,367,Bars,Delish,,,
Curtice Advani,After Nines,24-Aug-22,1113,70,413,Bites,Delish,,,
